group,name,corpus,project,project path,class with the feature
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.UnmodifiableOrderedMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.UnmodifiableMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.UnmodifiableMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.TransformedMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.TransformedMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.ReferenceMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.ReferenceMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.ReferenceIdentityMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.ReferenceIdentityMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.PredicatedMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.PredicatedMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.LRUMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.LRUMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.ListOrderedMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.ListOrderedMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.LinkedMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.LinkedMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.LazyMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.LazyMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.IdentityMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.IdentityMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.HashedMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.HashedMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.Flat3Map
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.Flat3Map
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.FixedSizeSortedMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.FixedSizeSortedMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.FixedSizeMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.FixedSizeMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.DefaultedMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.DefaultedMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.CaseInsensitiveMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.map.CaseInsensitiveMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.list.NodeCachingLinkedList
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.list.NodeCachingLinkedList
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.list.CursorableLinkedList
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.list.CursorableLinkedList
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.list.AbstractSerializableListDecorator
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.list.AbstractSerializableListDecorator
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.collection.AbstractSerializableCollectionDecorator
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.collection.AbstractSerializableCollectionDecorator
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.buffer.UnmodifiableBuffer
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.buffer.UnmodifiableBuffer
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.buffer.UnboundedFifoBuffer
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.buffer.UnboundedFifoBuffer
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.buffer.BoundedFifoBuffer
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,commons-collections-3.2.1,commons-collections-3.2.1/project/bin.zip,org.apache.commons.collections.buffer.BoundedFifoBuffer
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,htmlunit-2.8,htmlunit-2.8/project/bin.zip,com.gargoylesoftware.htmlunit.NicelyResynchronizingAjaxController
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,htmlunit-2.8,htmlunit-2.8/project/bin.zip,com.gargoylesoftware.htmlunit.DefaultCredentialsProvider$AuthScopeProxy
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,htmlunit-2.8,htmlunit-2.8/project/bin.zip,com.gargoylesoftware.htmlunit.DefaultCredentialsProvider$AuthScopeProxy
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,htmlunit-2.8,htmlunit-2.8/project/bin.zip,com.gargoylesoftware.htmlunit.History
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,htmlunit-2.8,htmlunit-2.8/project/bin.zip,com.gargoylesoftware.htmlunit.WebClient
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,htmlunit-2.8,htmlunit-2.8/project/bin.zip,com.gargoylesoftware.htmlunit.javascript.JavaScriptEngine
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,htmlunit-2.8,htmlunit-2.8/project/bin.zip,com.gargoylesoftware.htmlunit.javascript.host.Window
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,security.com.ivata.groupware.admin.security.server.AbstractSecuritySession
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,security.com.ivata.groupware.admin.security.server.AbstractSecuritySession
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.addressbook.person.group.right.UserRightFilter
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.addressbook.person.group.right.UserRightFilter
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.addressbook.person.group.tree.PersonTreeModel
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.addressbook.person.group.tree.PersonTreeModel
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.addressbook.person.group.tree.PersonTreeNode
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.addressbook.person.group.tree.PersonTreeNode
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.drive.file.FileContentDO
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.drive.file.FileContentDO
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.drive.file.FileRevisionDO
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.drive.file.FileRevisionDO
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.library.comment.tree.CommentTreeModel
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.library.comment.tree.CommentTreeModel
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.mail.session.MailAuthenticator
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.business.mail.session.MailAuthenticator
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.container.persistence.BaseDO
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,ivatagroupware-0.11.3,ivatagroupware-0.11.3/project/bin.zip,core.com.ivata.groupware.container.persistence.BaseDO
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,quartz-1.8.3,quartz-1.8.3/project/bin.zip,org.quartz.CronExpression
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-codegen.org.exolab.castor.builder.binding.xml.types.VisibilityType
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-codegen.org.exolab.castor.builder.binding.xml.types.FieldTypeVisibilityType
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-codegen.org.exolab.castor.builder.binding.xml.types.FieldTypeCollectionType
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-codegen.org.exolab.castor.builder.binding.xml.types.BindingType
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-xml.org.castor.mapping.BindingType
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-xml.org.exolab.castor.util.EventListenerList
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-xml.org.exolab.castor.util.EventListenerList
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-xml.org.exolab.castor.mapping.AccessMode
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-xml.org.exolab.castor.mapping.xml.types.SqlDirtyType
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-xml.org.exolab.castor.mapping.xml.types.FieldMappingCollectionType
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-xml.org.exolab.castor.mapping.xml.types.ClassMappingAccessType
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-xml.org.exolab.castor.mapping.xml.types.BindXmlNodeType
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-xml.org.exolab.castor.mapping.xml.types.BindXmlAutoNamingType
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,castor-1.3.1,castor-1.3.1/project/bin.zip,castor-1.3.1-xml-schema.org.exolab.castor.xml.schema.annotations.jdo.types.TableAccessModeType
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,drawswf-1.2.9,drawswf-1.2.9/project/bin.zip,org.apache.batik.ext.awt.image.PadMode
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,drawswf-1.2.9,drawswf-1.2.9/project/bin.zip,org.apache.batik.ext.awt.image.CompositeRule
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,tomcat-7.0.2,tomcat-7.0.2/project/bin.zip,tomcat-coyote.org.apache.tomcat.util.http.fileupload.disk.DiskFileItem
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,tomcat-7.0.2,tomcat-7.0.2/project/bin.zip,tomcat-coyote.org.apache.tomcat.util.http.fileupload.disk.DiskFileItem
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,tomcat-7.0.2,tomcat-7.0.2/project/bin.zip,tomcat-dbcp.org.apache.tomcat.dbcp.pool.impl.CursorableLinkedList
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,tomcat-7.0.2,tomcat-7.0.2/project/bin.zip,tomcat-dbcp.org.apache.tomcat.dbcp.pool.impl.CursorableLinkedList
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,tomcat-7.0.2,tomcat-7.0.2/project/bin.zip,tomcat-dbcp.org.apache.tomcat.dbcp.dbcp.datasources.SharedPoolDataSource
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,tomcat-7.0.2,tomcat-7.0.2/project/bin.zip,tomcat-dbcp.org.apache.tomcat.dbcp.dbcp.datasources.PerUserPoolDataSource
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,tomcat-7.0.2,tomcat-7.0.2/project/bin.zip,tomcat-catalina.org.apache.catalina.session.StandardSession
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,tomcat-7.0.2,tomcat-7.0.2/project/bin.zip,tomcat-catalina.org.apache.catalina.session.StandardSession
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,tomcat-7.0.2,tomcat-7.0.2/project/bin.zip,tomcat-catalina-ha.org.apache.catalina.ha.session.DeltaSession
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,tomcat-7.0.2,tomcat-7.0.2/project/bin.zip,tomcat-catalina-ha.org.apache.catalina.ha.session.DeltaSession
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,pooka-3.0-080505,pooka-3.0-080505/project/bin.zip,javax.mail.Message$RecipientType
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,pooka-3.0-080505,pooka-3.0-080505/project/bin.zip,javax.help.TreeItem
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,pooka-3.0-080505,pooka-3.0-080505/project/bin.zip,javax.help.TreeItem
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,pooka-3.0-080505,pooka-3.0-080505/project/bin.zip,javax.mail.internet.MimeMessage$RecipientType
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,pooka-3.0-080505,pooka-3.0-080505/project/bin.zip,javax.help.event.EventListenerList
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,pooka-3.0-080505,pooka-3.0-080505/project/bin.zip,javax.help.event.EventListenerList
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,pooka-3.0-080505,pooka-3.0-080505/project/bin.zip,org.htmlparser.lexer.Page
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,pooka-3.0-080505,pooka-3.0-080505/project/bin.zip,org.htmlparser.lexer.Page
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,pooka-3.0-080505,pooka-3.0-080505/project/bin.zip,org.htmlparser.lexer.InputStreamSource
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,pooka-3.0-080505,pooka-3.0-080505/project/bin.zip,org.htmlparser.lexer.InputStreamSource
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jmoney-0.4.4,jmoney-0.4.4/project/bin.zip,net.sf.jmoney.model.Account
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jmoney-0.4.4,jmoney-0.4.4/project/bin.zip,net.sf.jmoney.model.CategoryTreeModel
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jmoney-0.4.4,jmoney-0.4.4/project/bin.zip,net.sf.jmoney.model.Entry
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jmoney-0.4.4,jmoney-0.4.4/project/bin.zip,net.sf.jmoney.model.EntryListModel
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jmoney-0.4.4,jmoney-0.4.4/project/bin.zip,net.sf.jmoney.model.Session
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.data.RangeType
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.data.DomainOrder
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.StrokeMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.StrokeMap
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.StandardChartTheme
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.StandardChartTheme
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.PaintMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.PaintMap
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.LegendRenderingOrder
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.LegendItem
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.LegendItem
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.JFreeChart
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.JFreeChart
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.ChartRenderingInfo
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.ChartRenderingInfo
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.ChartPanel
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.ChartPanel
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.data.time.TimePeriodAnchor
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.data.statistics.HistogramType
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.data.general.AbstractDataset
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.data.general.AbstractDataset
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.data.general.AbstractDataset
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.util.XYCoordinateType
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.title.Title
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.title.Title
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.title.TextTitle
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.title.TextTitle
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.title.PaintScaleLegend
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.title.PaintScaleLegend
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.title.LegendTitle
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.title.LegendTitle
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.title.LegendGraphic
serialization,java.io.ObjectOutputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.title.LegendGraphic
serialization,java.io.ObjectInputStream#callbacks,qualitas_corpus_20130901,jfreechart-1.0.13,jfreechart-1.0.13/project/bin.zip,jfreechart-1.0.13.org.jfree.chart.title.CompositeTitle
